ID,Pick Number,Team PF,Team Y/P,Team 1stD,Team Cmp,Team Att,Team Yds.1,Team TD,Team Int,Team NY/A,Team Att.1,Team Yds.2,Team TD.1,Team Y/A,Team 1stD.2,Team Sc%,Team Yds.4,Team Pts,Opp. PF,Opp. Y/P,Opp. TO,Opp. 1stD,Opp. Cmp,Opp. Yds.1,Opp. TD,Opp. Int,Opp. NY/A,Opp. Att.1,Opp. Yds.2,Opp. TD.1,Opp. Y/A,Opp. 1stD.2,Opp. Sc%,Opp. Yds.4,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds.1,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank Att.1,Off. Rank Yds.2,Off. Rank TD.1,Off. Rank Y/A,Off. Rank Sc%,Off. Rank Yds.4,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank TO,Def. Rank 1stD,Def. Rank Yds.1,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank Att.1,Def. Rank Yds.2,Def. Rank TD.1,Def. Rank Y/A,Def. Rank Sc%,Def. Rank Yds.4,Def. Rank Pts
80,17,355.0,5.9,337.0,366.0,583.0,4431.0,28.0,11.0,7.4,419.0,1595.0,10.0,3.8,84.0,33.3,34.1,1.88,272.0,5.3,27.0,282.0,329.0,3156.0,17.0,18.0,5.6,430.0,2098.0,11.0,4.9,99.0,28.5,29.3,1.48,13.0,4.0,5.0,8.0,1.0,6.0,9.0,2.0,19.0,24.0,21.0,26.0,17.0,4.0,12.0,3.0,15.0,6.0,6.0,3.0,3.0,6.0,3.0,14.0,31.0,13.0,32.0,29.0,18.0,4.0
81,18,320.0,4.9,307.0,352.0,562.0,3167.0,25.0,18.0,5.2,386.0,1724.0,13.0,4.5,99.0,30.5,28.1,1.79,384.0,5.5,22.0,331.0,348.0,3789.0,30.0,11.0,6.9,464.0,1793.0,10.0,3.9,95.0,40.2,31.9,2.13,21.0,26.0,18.0,14.0,25.0,12.0,28.0,31.0,27.0,17.0,11.0,5.0,20.0,17.0,16.0,26.0,22.0,13.0,28.0,23.0,29.0,20.0,29.0,24.0,17.0,9.0,8.0,2.0,27.0,32.0
82,19,354.0,5.3,314.0,309.0,493.0,3141.0,22.0,13.0,6.0,480.0,2170.0,18.0,4.5,127.0,36.3,31.1,2.02,332.0,5.1,21.0,312.0,371.0,3425.0,28.0,10.0,5.7,403.0,1664.0,7.0,4.1,96.0,31.6,29.6,1.77,14.0,14.0,13.0,29.0,26.0,18.0,16.0,18.0,5.0,2.0,2.0,3.0,13.0,8.0,9.0,13.0,8.0,16.0,16.0,11.0,26.0,24.0,8.0,8.0,8.0,3.0,18.0,23.0,20.0,14.0
83,20,410.0,5.5,296.0,374.0,570.0,4183.0,29.0,11.0,6.8,363.0,1221.0,10.0,3.4,58.0,37.3,29.1,1.96,376.0,5.5,32.0,349.0,366.0,3892.0,21.0,19.0,6.4,432.0,1800.0,18.0,4.2,109.0,32.3,29.7,1.78,7.0,13.0,21.0,10.0,6.0,4.0,9.0,8.0,31.0,32.0,21.0,32.0,11.0,14.0,11.0,21.0,27.0,3.0,31.0,27.0,10.0,4.0,22.0,16.0,18.0,31.0,21.0,22.0,21.0,16.0
84,21,290.0,4.8,267.0,304.0,510.0,3122.0,25.0,12.0,5.7,377.0,1366.0,6.0,3.6,72.0,26.5,24.2,1.46,349.0,5.0,14.0,325.0,336.0,3379.0,20.0,11.0,5.6,489.0,2046.0,13.0,4.2,111.0,37.0,29.4,1.83,26.0,32.0,30.0,25.0,27.0,12.0,11.0,21.0,29.0,31.0,28.0,29.0,27.0,32.0,25.0,16.0,18.0,30.0,24.0,8.0,8.0,20.0,5.0,31.0,30.0,18.0,22.0,9.0,19.0,19.0
85,22,334.0,5.2,290.0,306.0,496.0,3191.0,14.0,17.0,6.0,443.0,1833.0,18.0,4.1,97.0,35.1,26.3,1.72,356.0,5.0,21.0,323.0,369.0,3828.0,27.0,12.0,5.9,398.0,1420.0,5.0,3.6,68.0,37.3,28.3,1.81,19.0,23.0,22.0,28.0,23.0,30.0,26.0,17.0,14.0,15.0,2.0,15.0,14.0,25.0,19.0,17.0,13.0,16.0,21.0,25.0,24.0,18.0,13.0,6.0,4.0,1.0,4.0,7.0,12.0,17.0
86,23,458.0,5.9,389.0,389.0,587.0,4418.0,32.0,8.0,7.1,448.0,1889.0,16.0,4.2,107.0,49.4,36.1,2.61,296.0,5.7,18.0,325.0,367.0,4020.0,24.0,12.0,6.4,390.0,1836.0,6.0,4.7,98.0,30.2,34.0,1.6,2.0,1.0,1.0,7.0,2.0,3.0,2.0,5.0,11.0,10.0,6.0,12.0,1.0,1.0,1.0,5.0,29.0,25.0,24.0,30.0,18.0,18.0,20.0,5.0,20.0,2.0,31.0,27.0,31.0,6.0
87,24,363.0,5.0,320.0,293.0,501.0,3077.0,22.0,16.0,5.7,490.0,2102.0,15.0,4.3,121.0,37.4,28.8,1.97,327.0,5.3,21.0,282.0,351.0,3665.0,25.0,10.0,6.1,353.0,1409.0,7.0,4.0,69.0,33.9,28.2,1.73,12.0,19.0,12.0,27.0,28.0,18.0,25.0,19.0,3.0,4.0,7.0,10.0,10.0,16.0,10.0,11.0,7.0,16.0,6.0,18.0,22.0,24.0,17.0,2.0,3.0,3.0,11.0,15.0,11.0,12.0
88,25,395.0,4.6,311.0,363.0,567.0,3030.0,20.0,13.0,5.1,460.0,1856.0,14.0,4.0,111.0,36.5,25.4,1.84,303.0,5.0,34.0,296.0,333.0,3421.0,18.0,22.0,5.6,435.0,1780.0,12.0,4.1,87.0,29.7,26.6,1.51,9.0,27.0,15.0,11.0,29.0,23.0,16.0,32.0,7.0,11.0,10.0,19.0,12.0,28.0,13.0,6.0,12.0,1.0,9.0,10.0,5.0,1.0,4.0,19.0,15.0,16.0,16.0,28.0,6.0,5.0
89,26,353.0,5.9,330.0,343.0,530.0,3990.0,21.0,12.0,7.2,430.0,1847.0,12.0,4.3,101.0,41.2,35.3,2.06,315.0,5.1,16.0,323.0,362.0,3429.0,22.0,8.0,5.8,402.0,1665.0,9.0,4.1,97.0,36.0,31.0,1.84,15.0,8.0,9.0,20.0,8.0,20.0,11.0,3.0,16.0,13.0,15.0,8.0,6.0,3.0,7.0,8.0,9.0,27.0,21.0,12.0,12.0,29.0,10.0,7.0,9.0,6.0,19.0,12.0,25.0,20.0
90,27,366.0,5.2,299.0,340.0,555.0,3657.0,34.0,12.0,6.1,409.0,1629.0,4.0,4.0,85.0,30.5,26.8,1.71,332.0,4.9,25.0,316.0,325.0,3347.0,19.0,14.0,5.6,452.0,1824.0,14.0,4.0,90.0,33.2,26.8,1.68,11.0,15.0,19.0,16.0,14.0,2.0,11.0,15.0,21.0,23.0,31.0,21.0,21.0,21.0,20.0,13.0,11.0,9.0,19.0,6.0,7.0,13.0,6.0,23.0,19.0,22.0,14.0,19.0,7.0,10.0
91,28,406.0,5.8,348.0,384.0,590.0,4380.0,29.0,15.0,7.1,437.0,1667.0,12.0,3.8,96.0,43.0,33.7,2.23,308.0,5.2,22.0,270.0,297.0,3217.0,20.0,16.0,5.8,385.0,1693.0,14.0,4.4,89.0,30.3,27.6,1.67,8.0,3.0,3.0,6.0,3.0,4.0,23.0,4.0,15.0,20.0,15.0,25.0,5.0,6.0,4.0,7.0,5.0,13.0,4.0,5.0,8.0,9.0,11.0,4.0,10.0,22.0,27.0,26.0,8.0,9.0
92,29,417.0,5.4,332.0,316.0,527.0,3593.0,21.0,13.0,6.5,527.0,2262.0,18.0,4.3,101.0,34.7,29.4,1.82,268.0,4.6,33.0,257.0,289.0,2718.0,17.0,21.0,4.8,429.0,1860.0,9.0,4.3,91.0,23.9,22.2,1.24,5.0,6.0,7.0,21.0,17.0,20.0,16.0,11.0,1.0,1.0,2.0,9.0,15.0,13.0,14.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,13.0,21.0,6.0,26.0,32.0,1.0,1.0
93,30,382.0,5.4,334.0,357.0,527.0,3753.0,25.0,8.0,6.8,501.0,1957.0,15.0,3.9,100.0,38.9,30.9,2.03,252.0,4.6,19.0,260.0,324.0,3078.0,13.0,14.0,5.2,364.0,1337.0,10.0,3.7,59.0,27.9,24.6,1.35,10.0,11.0,6.0,21.0,11.0,12.0,2.0,9.0,2.0,7.0,7.0,23.0,8.0,9.0,8.0,1.0,1.0,23.0,2.0,2.0,1.0,13.0,2.0,3.0,2.0,9.0,5.0,30.0,3.0,2.0
94,31,458.0,5.9,389.0,389.0,587.0,4418.0,32.0,8.0,7.1,448.0,1889.0,16.0,4.2,107.0,49.4,36.1,2.61,296.0,5.7,18.0,325.0,367.0,4020.0,24.0,12.0,6.4,390.0,1836.0,6.0,4.7,98.0,30.2,34.0,1.6,2.0,1.0,1.0,7.0,2.0,3.0,2.0,5.0,11.0,10.0,6.0,12.0,1.0,1.0,1.0,5.0,29.0,25.0,24.0,30.0,18.0,18.0,20.0,5.0,20.0,2.0,31.0,27.0,31.0,6.0
95,32,395.0,4.6,311.0,363.0,567.0,3030.0,20.0,13.0,5.1,460.0,1856.0,14.0,4.0,111.0,36.5,25.4,1.84,303.0,5.0,34.0,296.0,333.0,3421.0,18.0,22.0,5.6,435.0,1780.0,12.0,4.1,87.0,29.7,26.6,1.51,9.0,27.0,15.0,11.0,29.0,23.0,16.0,32.0,7.0,11.0,10.0,19.0,12.0,28.0,13.0,6.0,12.0,1.0,9.0,10.0,5.0,1.0,4.0,19.0,15.0,16.0,16.0,28.0,6.0,5.0
96,1,264.0,5.1,296.0,338.0,567.0,3264.0,15.0,14.0,5.2,350.0,1712.0,13.0,4.9,83.0,27.2,27.4,1.44,452.0,5.9,13.0,364.0,347.0,3996.0,36.0,10.0,7.0,498.0,2283.0,18.0,4.6,121.0,40.8,35.0,2.43,31.0,30.0,26.0,18.0,28.0,30.0,16.0,31.0,31.0,19.0,16.0,2.0,31.0,28.0,30.0,30.0,31.0,30.0,31.0,21.0,32.0,23.0,29.0,31.0,31.0,25.0,29.0,6.0,30.0,31.0
97,2,279.0,5.9,324.0,347.0,559.0,3969.0,19.0,19.0,6.8,380.0,1735.0,10.0,4.6,93.0,27.3,33.0,1.49,399.0,5.5,11.0,322.0,342.0,3598.0,22.0,8.0,6.3,445.0,1950.0,18.0,4.4,99.0,42.0,31.9,2.18,28.0,15.0,17.0,22.0,14.0,24.0,28.0,10.0,25.0,17.0,22.0,6.0,30.0,8.0,28.0,24.0,15.0,32.0,14.0,7.0,11.0,29.0,17.0,26.0,27.0,25.0,21.0,2.0,20.0,26.0
98,3,309.0,4.9,287.0,287.0,491.0,2911.0,21.0,10.0,5.4,458.0,2019.0,15.0,4.4,116.0,27.4,25.0,1.55,480.0,5.9,20.0,358.0,322.0,3848.0,30.0,10.0,6.9,548.0,2654.0,25.0,4.8,140.0,41.4,31.9,2.33,27.0,31.0,30.0,29.0,32.0,19.0,10.0,29.0,5.0,4.0,13.0,11.0,29.0,31.0,25.0,32.0,32.0,19.0,29.0,14.0,25.0,23.0,28.0,32.0,32.0,32.0,32.0,4.0,21.0,30.0
99,4,318.0,5.1,321.0,369.0,626.0,3728.0,24.0,16.0,5.6,392.0,1631.0,8.0,4.2,75.0,31.4,28.0,1.63,400.0,5.0,13.0,305.0,345.0,3444.0,20.0,7.0,5.9,446.0,1703.0,17.0,3.8,93.0,39.3,26.8,1.95,25.0,23.0,19.0,4.0,20.0,16.0,22.0,27.0,24.0,22.0,29.0,17.0,23.0,25.0,24.0,25.0,6.0,30.0,8.0,5.0,5.0,32.0,5.0,27.0,19.0,24.0,6.0,9.0,5.0,19.0
100,5,381.0,5.7,322.0,307.0,504.0,3541.0,29.0,11.0,6.7,476.0,2187.0,16.0,4.6,115.0,36.4,31.0,2.07,378.0,5.5,18.0,324.0,388.0,4307.0,25.0,12.0,6.4,356.0,1413.0,10.0,4.0,70.0,35.0,32.2,1.84,14.0,11.0,18.0,28.0,25.0,8.0,12.0,12.0,4.0,3.0,10.0,4.0,16.0,14.0,13.0,16.0,20.0,23.0,15.0,30.0,17.0,18.0,18.0,2.0,2.0,5.0,12.0,19.0,23.0,13.0
101,6,275.0,5.3,291.0,311.0,550.0,3466.0,16.0,25.0,5.9,418.0,1802.0,10.0,4.3,97.0,29.7,28.5,1.5,409.0,5.5,14.0,318.0,347.0,3898.0,30.0,8.0,6.8,428.0,1581.0,11.0,3.7,86.0,37.7,29.9,2.05,30.0,26.0,27.0,23.0,27.0,28.0,32.0,24.0,13.0,12.0,22.0,14.0,27.0,23.0,27.0,28.0,11.0,28.0,12.0,17.0,25.0,29.0,24.0,23.0,11.0,10.0,4.0,13.0,14.0,21.0
102,7,410.0,5.6,340.0,349.0,580.0,4198.0,33.0,21.0,6.8,398.0,1510.0,10.0,3.8,90.0,38.1,31.4,2.09,423.0,5.4,28.0,329.0,364.0,3987.0,21.0,18.0,6.5,410.0,1567.0,20.0,3.8,98.0,39.8,29.9,2.08,9.0,14.0,10.0,15.0,8.0,4.0,31.0,7.0,22.0,26.0,22.0,26.0,11.0,13.0,11.0,29.0,16.0,4.0,19.0,20.0,8.0,1.0,19.0,16.0,10.0,30.0,7.0,7.0,13.0,23.0
103,8,369.0,5.2,318.0,306.0,563.0,3685.0,21.0,19.0,6.2,453.0,1814.0,16.0,4.0,99.0,34.7,28.5,1.81,402.0,5.6,27.0,329.0,409.0,4291.0,27.0,17.0,6.5,376.0,1465.0,11.0,3.9,90.0,36.2,29.4,1.86,15.0,19.0,20.0,20.0,21.0,19.0,28.0,20.0,7.0,10.0,10.0,20.0,20.0,24.0,20.0,26.0,21.0,7.0,19.0,29.0,20.0,4.0,20.0,6.0,6.0,10.0,9.0,14.0,11.0,15.0
104,9,325.0,5.4,341.0,364.0,563.0,3942.0,18.0,8.0,6.5,446.0,1769.0,17.0,4.0,100.0,35.8,32.4,1.87,315.0,5.4,20.0,327.0,374.0,3800.0,22.0,17.0,6.1,412.0,1812.0,12.0,4.4,95.0,34.7,31.8,1.81,24.0,13.0,9.0,20.0,15.0,26.0,7.0,14.0,9.0,13.0,6.0,23.0,17.0,10.0,17.0,8.0,17.0,19.0,18.0,11.0,11.0,4.0,8.0,17.0,21.0,13.0,23.0,20.0,19.0,11.0
105,10,389.0,5.5,305.0,365.0,546.0,3740.0,19.0,8.0,6.5,412.0,1748.0,15.0,4.2,86.0,37.1,30.7,1.9,311.0,5.5,33.0,342.0,350.0,3958.0,23.0,18.0,6.3,437.0,1938.0,10.0,4.4,102.0,31.9,32.3,1.68,13.0,20.0,23.0,25.0,19.0,24.0,7.0,16.0,14.0,15.0,13.0,16.0,14.0,16.0,15.0,7.0,24.0,1.0,25.0,18.0,15.0,1.0,16.0,24.0,26.0,5.0,24.0,25.0,24.0,6.0
106,11,469.0,6.2,395.0,472.0,674.0,5074.0,38.0,15.0,7.2,404.0,1742.0,17.0,4.3,105.0,45.9,37.8,2.59,454.0,6.0,21.0,353.0,378.0,4380.0,27.0,9.0,7.2,396.0,1626.0,19.0,4.1,91.0,45.3,34.9,2.43,2.0,1.0,1.0,2.0,1.0,2.0,18.0,4.0,19.0,16.0,6.0,13.0,2.0,2.0,2.0,31.0,27.0,17.0,27.0,32.0,20.0,27.0,31.0,11.0,14.0,28.0,15.0,1.0,29.0,32.0
107,12,279.0,4.7,305.0,347.0,583.0,3176.0,15.0,16.0,5.2,456.0,1859.0,8.0,4.1,102.0,31.4,27.2,1.44,328.0,5.1,17.0,272.0,319.0,3226.0,20.0,11.0,5.8,397.0,1595.0,13.0,4.0,87.0,31.7,25.8,1.68,28.0,29.0,23.0,14.0,29.0,30.0,22.0,30.0,6.0,8.0,29.0,19.0,24.0,29.0,31.0,11.0,1.0,26.0,1.0,2.0,5.0,21.0,4.0,12.0,12.0,17.0,13.0,26.0,3.0,7.0
108,13,418.0,5.4,368.0,383.0,646.0,4136.0,28.0,17.0,6.0,399.0,1732.0,20.0,4.3,97.0,35.0,29.5,2.03,362.0,4.8,28.0,293.0,344.0,3365.0,21.0,14.0,5.7,424.0,1518.0,16.0,3.6,90.0,32.5,25.1,1.76,6.0,9.0,3.0,3.0,9.0,11.0,26.0,23.0,21.0,18.0,3.0,12.0,19.0,20.0,14.0,14.0,2.0,4.0,2.0,4.0,8.0,12.0,3.0,20.0,9.0,22.0,3.0,24.0,1.0,9.0
109,14,367.0,5.0,333.0,380.0,609.0,3585.0,16.0,14.0,5.6,438.0,1813.0,16.0,4.1,114.0,37.6,30.1,1.85,331.0,5.6,26.0,300.0,333.0,3832.0,25.0,16.0,6.5,391.0,1652.0,10.0,4.2,89.0,33.9,29.4,1.77,16.0,22.0,13.0,6.0,24.0,28.0,16.0,28.0,10.0,11.0,10.0,18.0,12.0,19.0,18.0,12.0,13.0,10.0,6.0,13.0,17.0,9.0,22.0,10.0,15.0,5.0,16.0,22.0,12.0,10.0
110,15,411.0,5.6,351.0,370.0,584.0,4202.0,32.0,15.0,6.7,409.0,1628.0,13.0,4.0,93.0,40.6,32.3,2.24,392.0,6.0,17.0,353.0,378.0,4200.0,27.0,8.0,6.8,409.0,1926.0,12.0,4.7,93.0,41.5,34.7,2.13,8.0,10.0,5.0,13.0,5.0,6.0,18.0,11.0,16.0,23.0,16.0,22.0,8.0,11.0,7.0,22.0,30.0,26.0,27.0,27.0,20.0,29.0,25.0,15.0,25.0,13.0,30.0,3.0,28.0,25.0
111,16,343.0,5.2,316.0,439.0,679.0,4100.0,20.0,16.0,5.8,367.0,1463.0,10.0,4.0,79.0,35.6,29.1,1.7,321.0,5.2,28.0,294.0,369.0,3724.0,28.0,18.0,6.1,384.0,1430.0,10.0,3.7,74.0,28.1,26.6,1.64,21.0,17.0,21.0,1.0,12.0,21.0,22.0,26.0,30.0,28.0,22.0,21.0,18.0,21.0,22.0,9.0,7.0,4.0,3.0,9.0,24.0,1.0,10.0,8.0,5.0,5.0,5.0,31.0,4.0,5.0
112,17,396.0,6.4,345.0,407.0,607.0,4758.0,25.0,12.0,7.6,379.0,1696.0,17.0,4.5,89.0,43.4,36.9,2.26,383.0,5.8,21.0,368.0,387.0,4130.0,22.0,13.0,6.6,423.0,1916.0,19.0,4.5,109.0,38.5,35.7,2.12,12.0,3.0,8.0,7.0,2.0,14.0,14.0,2.0,27.0,21.0,6.0,9.0,5.0,3.0,6.0,19.0,28.0,17.0,32.0,25.0,11.0,15.0,23.0,19.0,24.0,28.0,27.0,12.0,32.0,24.0
113,18,381.0,5.7,322.0,307.0,504.0,3541.0,29.0,11.0,6.7,476.0,2187.0,16.0,4.6,115.0,36.4,31.0,2.07,378.0,5.5,18.0,324.0,388.0,4307.0,25.0,12.0,6.4,356.0,1413.0,10.0,4.0,70.0,35.0,32.2,1.84,14.0,11.0,18.0,28.0,25.0,8.0,12.0,12.0,4.0,3.0,10.0,4.0,16.0,14.0,13.0,16.0,20.0,23.0,15.0,30.0,17.0,18.0,18.0,2.0,2.0,5.0,12.0,19.0,23.0,13.0
114,19,354.0,5.2,340.0,355.0,578.0,3926.0,29.0,18.0,6.4,453.0,1616.0,8.0,3.6,80.0,32.4,30.3,1.79,369.0,5.8,29.0,326.0,347.0,4012.0,24.0,17.0,6.8,427.0,1875.0,15.0,4.4,102.0,35.9,31.9,1.92,18.0,18.0,10.0,16.0,16.0,8.0,27.0,18.0,7.0,24.0,29.0,29.0,22.0,18.0,21.0,15.0,23.0,3.0,17.0,22.0,16.0,4.0,26.0,22.0,22.0,18.0,22.0,15.0,22.0,18.0
115,20,333.0,5.1,290.0,339.0,570.0,3685.0,20.0,11.0,6.0,410.0,1484.0,11.0,3.6,76.0,30.3,26.1,1.54,297.0,4.7,27.0,306.0,306.0,2972.0,13.0,14.0,5.0,482.0,2085.0,15.0,4.3,101.0,29.4,25.6,1.47,22.0,27.0,28.0,17.0,21.0,21.0,12.0,22.0,15.0,27.0,20.0,28.0,26.0,30.0,26.0,4.0,4.0,7.0,9.0,1.0,1.0,12.0,1.0,30.0,28.0,18.0,18.0,29.0,2.0,3.0
116,21,346.0,5.5,329.0,388.0,594.0,4111.0,24.0,10.0,6.5,350.0,1310.0,9.0,3.7,76.0,41.0,34.8,2.08,358.0,5.9,14.0,333.0,399.0,3975.0,33.0,10.0,6.9,389.0,1701.0,8.0,4.4,99.0,39.4,35.5,2.21,20.0,21.0,15.0,11.0,11.0,16.0,10.0,15.0,31.0,30.0,26.0,27.0,7.0,5.0,12.0,13.0,18.0,28.0,23.0,19.0,31.0,23.0,27.0,9.0,18.0,2.0,20.0,8.0,31.0,27.0
117,22,363.0,5.8,278.0,316.0,477.0,3500.0,27.0,15.0,6.9,406.0,1824.0,14.0,4.5,90.0,30.7,28.0,1.81,380.0,5.6,25.0,349.0,368.0,3875.0,30.0,16.0,6.2,464.0,2247.0,12.0,4.8,109.0,35.1,31.4,1.92,17.0,24.0,31.0,31.0,26.0,12.0,18.0,6.0,18.0,9.0,15.0,8.0,25.0,26.0,19.0,18.0,29.0,11.0,26.0,15.0,25.0,9.0,13.0,28.0,30.0,13.0,31.0,18.0,17.0,17.0
118,23,310.0,5.2,289.0,377.0,598.0,3879.0,26.0,16.0,6.3,398.0,1412.0,6.0,3.5,73.0,27.5,27.4,1.49,284.0,5.1,25.0,298.0,369.0,4018.0,15.0,17.0,6.0,397.0,1417.0,10.0,3.6,82.0,29.9,27.6,1.41,26.0,25.0,29.0,8.0,17.0,13.0,22.0,19.0,22.0,29.0,32.0,30.0,28.0,27.0,29.0,2.0,10.0,11.0,5.0,23.0,2.0,4.0,7.0,12.0,3.0,5.0,2.0,28.0,6.0,1.0
119,24,416.0,5.7,333.0,379.0,596.0,4051.0,29.0,7.0,6.6,434.0,1922.0,17.0,4.4,98.0,38.7,30.7,2.11,385.0,6.1,30.0,318.0,328.0,4120.0,27.0,16.0,7.3,421.0,1881.0,18.0,4.5,94.0,35.3,31.7,2.01,7.0,6.0,13.0,9.0,13.0,8.0,4.0,13.0,11.0,6.0,6.0,10.0,9.0,17.0,10.0,20.0,26.0,2.0,12.0,24.0,20.0,9.0,32.0,18.0,23.0,25.0,25.0,16.0,18.0,20.0
120,25,264.0,5.1,296.0,338.0,567.0,3264.0,15.0,14.0,5.2,350.0,1712.0,13.0,4.9,83.0,27.2,27.4,1.44,452.0,5.9,13.0,364.0,347.0,3996.0,36.0,10.0,7.0,498.0,2283.0,18.0,4.6,121.0,40.8,35.0,2.43,31.0,30.0,26.0,18.0,28.0,30.0,16.0,31.0,31.0,19.0,16.0,2.0,31.0,28.0,30.0,30.0,31.0,30.0,31.0,21.0,32.0,23.0,29.0,31.0,31.0,25.0,29.0,6.0,30.0,31.0
121,26,540.0,6.7,379.0,374.0,537.0,4725.0,38.0,7.0,8.2,421.0,1928.0,20.0,4.6,108.0,52.6,38.0,2.9,406.0,5.6,22.0,358.0,422.0,4267.0,31.0,12.0,6.2,370.0,1672.0,15.0,4.5,95.0,39.2,33.6,2.22,1.0,2.0,2.0,26.0,3.0,2.0,4.0,1.0,12.0,5.0,3.0,5.0,1.0,1.0,1.0,27.0,25.0,16.0,29.0,28.0,28.0,18.0,12.0,5.0,17.0,18.0,26.0,10.0,26.0,28.0
122,27,399.0,5.6,328.0,286.0,474.0,3036.0,17.0,7.0,5.8,492.0,2630.0,29.0,5.3,146.0,36.7,31.8,2.14,378.0,5.6,18.0,338.0,306.0,3582.0,19.0,12.0,6.5,469.0,2130.0,21.0,4.5,122.0,38.8,31.0,2.06,10.0,16.0,16.0,32.0,30.0,27.0,4.0,25.0,2.0,1.0,1.0,1.0,15.0,12.0,9.0,16.0,19.0,23.0,24.0,6.0,4.0,18.0,21.0,29.0,29.0,31.0,28.0,11.0,16.0,22.0
123,28,421.0,6.0,358.0,325.0,483.0,3631.0,25.0,6.0,7.1,499.0,2396.0,24.0,4.8,142.0,43.9,34.8,2.45,306.0,5.5,20.0,330.0,425.0,4167.0,25.0,9.0,6.2,340.0,1336.0,9.0,3.9,79.0,35.1,32.7,1.86,5.0,5.0,4.0,30.0,23.0,14.0,3.0,5.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,14.0,19.0,22.0,26.0,17.0,27.0,14.0,1.0,1.0,3.0,11.0,17.0,25.0,16.0
124,29,264.0,5.1,296.0,338.0,567.0,3264.0,15.0,14.0,5.2,350.0,1712.0,13.0,4.9,83.0,27.2,27.4,1.44,452.0,5.9,13.0,364.0,347.0,3996.0,36.0,10.0,7.0,498.0,2283.0,18.0,4.6,121.0,40.8,35.0,2.43,31.0,30.0,26.0,18.0,28.0,30.0,16.0,31.0,31.0,19.0,16.0,2.0,31.0,28.0,30.0,30.0,31.0,30.0,31.0,21.0,32.0,23.0,29.0,31.0,31.0,25.0,29.0,6.0,30.0,31.0
125,30,399.0,5.8,336.0,381.0,596.0,4202.0,33.0,15.0,6.8,409.0,1760.0,13.0,4.3,97.0,38.5,32.7,2.16,327.0,5.5,23.0,313.0,381.0,3882.0,20.0,13.0,6.2,369.0,1600.0,15.0,4.3,95.0,34.5,30.9,1.82,10.0,7.0,12.0,9.0,5.0,4.0,18.0,8.0,16.0,14.0,16.0,15.0,10.0,9.0,8.0,10.0,12.0,14.0,11.0,16.0,5.0,15.0,11.0,4.0,13.0,18.0,19.0,21.0,15.0,12.0
126,31,309.0,4.9,287.0,287.0,491.0,2911.0,21.0,10.0,5.4,458.0,2019.0,15.0,4.4,116.0,27.4,25.0,1.55,480.0,5.9,20.0,358.0,322.0,3848.0,30.0,10.0,6.9,548.0,2654.0,25.0,4.8,140.0,41.4,31.9,2.33,27.0,31.0,30.0,29.0,32.0,19.0,10.0,29.0,5.0,4.0,13.0,11.0,29.0,31.0,25.0,32.0,32.0,19.0,29.0,14.0,25.0,23.0,28.0,32.0,32.0,32.0,32.0,4.0,21.0,30.0
127,32,469.0,6.2,395.0,472.0,674.0,5074.0,38.0,15.0,7.2,404.0,1742.0,17.0,4.3,105.0,45.9,37.8,2.59,454.0,6.0,21.0,353.0,378.0,4380.0,27.0,9.0,7.2,396.0,1626.0,19.0,4.1,91.0,45.3,34.9,2.43,2.0,1.0,1.0,2.0,1.0,2.0,18.0,4.0,19.0,16.0,6.0,13.0,2.0,2.0,2.0,31.0,27.0,17.0,27.0,32.0,20.0,27.0,31.0,11.0,14.0,28.0,15.0,1.0,29.0,32.0
128,1,280.0,5.2,241.0,273.0,473.0,2805.0,11.0,11.0,5.7,429.0,1956.0,16.0,4.6,92.0,24.5,24.3,1.29,330.0,5.4,26.0,320.0,399.0,4065.0,21.0,13.0,6.4,453.0,1820.0,7.0,4.0,98.0,31.8,29.6,1.52,29.0,32.0,32.0,29.0,32.0,32.0,9.0,30.0,14.0,7.0,6.0,6.0,32.0,32.0,31.0,13.0,23.0,10.0,18.0,23.0,7.0,17.0,13.0,24.0,20.0,3.0,14.0,22.0,11.0,8.0
129,2,377.0,5.3,339.0,405.0,623.0,4087.0,23.0,18.0,6.2,442.0,1743.0,15.0,3.9,110.0,29.1,28.4,1.62,430.0,5.6,26.0,365.0,394.0,4273.0,36.0,15.0,6.4,478.0,2153.0,10.0,4.5,100.0,36.0,31.6,1.99,13.0,12.0,7.0,6.0,12.0,20.0,26.0,19.0,11.0,14.0,10.0,21.0,27.0,24.0,23.0,28.0,30.0,10.0,30.0,28.0,31.0,10.0,15.0,30.0,32.0,10.0,28.0,15.0,25.0,22.0
